id,Topic,Subtopic,Purpose,Persuasion_Techniques,Call_to_Action,Keywords,Emojis,Hashtags,Mentioned_Entities,Linked_URLs,Bias,Subjectivity,Sentiment,Emotional_Intensity,Informality,Personal_Pronouns,Persuasiveness,Factual_vs_Opinion,Political_Orientation,Emotion_Type,Time_Reference,Directness,Clarity,Tone,Device_Usage,Style,Technique,Authenticity,Theme,tweet_text
1466069996292001796,"Today to show hour support to #Mississippi #SupremeCourt ruling on abortion, hour store is having a #prolife #antiabortion indoor #picnic with hour local #blackcommunity to show how much #blacklivesmatter when theys babies being murdered by #abortion on a daily basis. #watermelon https://t.co/KxvuXJY2z1",Abortion,"Mississippi Supreme Court ruling on abortion, Anti-abortion indoor picnic, Black community",Persuade,"Appeal to emotion, Appeal to community",Soft,"Mississippi Supreme Court, abortion, prolife, antiabortion, picnic, black community, black lives matter, babies, murdered, daily basis, watermelon",,"Mississippi, SupremeCourt, prolife, antiabortion, picnic, blackcommunity, blacklivesmatter, abortion, watermelon",,https://t.co/KxvuXJY2z1,Strong,Highly Subjective,Negative,High,Semi-formal,"our, they",High,Opinionated,Right-leaning,Anger,Present,Direct,Clear and Unambiguous,Assertive,,Deductive,Anecdotal Evidence,Unverified Claims,Social Issues
1466074630624526344,@RepMTG @CherylReynolds @DarrenJBeattie @RepMTG @mtgreenee nnWhy hasnâ€™t #RayEpps been charged with or called to answer for his incitement of violence on both Jan 5th and Jan 6th nnOr what his relationship is with #Antifa #BlackLivesMatter activist #JohnSullivan who helped incite #AshliBabbitt to her death? nnReceipts https://t.co/z1wiXE68iB,Incitement of Violence,Events of January 5th and 6th,Questioning,"Questioning, Appeal to Authority",None,"Ray Epps, Charged, Incitement of violence, Jan 5th, Jan 6th, Antifa, BlackLivesMatter, John Sullivan, Ashli Babbitt",None,"RayEpps, Antifa, BlackLivesMatter, JohnSullivan, AshliBabbitt","RepMTG, CherylReynolds, DarrenJBeattie, mtgreenee",https://t.co/z1wiXE68iB,Moderate,Somewhat Subjective,Negative,Moderate,Semi-formal,Third person,Medium,Mixed,Right-leaning,Anger,Past,Direct,Clear and Unambiguous,Assertive,None,Deductive,Questioning,Unverified Claims,Politics
1465977292555886594,RT @BrunoAmato_1: Things I AM FOR and Kevin McCarthy #CA23 is against...nnDoing Townhalls in my District.nViolence Against Women Act.nUniversal Background Checks.nFor the People Act.nPro Choice.nLGBTQ Rights.nDC Statehood.nExpel Entire Sedition Caucus.nJail Domestic Terroristsn#BlackLivesMatter,Political Stance,"Townhalls, Violence Against Women Act, Universal Background Checks, For the People Act, Pro Choice, LGBTQ Rights, DC Statehood, Sedition Caucus, Domestic Terrorism",To Inform,Appeal to Emotion,None,"Kevin McCarthy, CA23, Townhalls, Violence Against Women Act, Universal Background Checks, For the People Act, Pro Choice, LGBTQ Rights, DC Statehood, Sedition Caucus, Domestic Terrorism, Black Lives Matter",None,"#CA23, #BlackLivesMatter","BrunoAmato_1, Kevin McCarthy",None,Strong,Highly Subjective,Mixed,Moderate,Semi-formal,First person,High,Opinionated,Left-leaning,Anger,Present,Direct,Clear and Unambiguous,Assertive,None,Deductive,None,Unverified Claims,Politics
1466074856143917064,"Credit scores are not racially neutral, as many borrowers of color do not have the level of income, assets, or inherited wealth to draw on that white people do.  #BlackLivesMatter #finances #credit  #money #finances #equality .@yesmagazine nnhttps://t.co/Aut1FYj8iR",Racial Inequality,Credit Score Discrepancies,"To Inform, To Persuade","Appeal to Fairness, Appeal to Emotion",None,"Credit scores, racially neutral, borrowers of color, income, assets, inherited wealth, white people",None,"#BlackLivesMatter, #finances, #credit, #money, #equality",@yesmagazine,https://t.co/Aut1FYj8iR,Moderate,Somewhat Subjective,Negative,Moderate,Semi-formal,Third person,Medium,Mixed,Left-leaning,"Disgust, Anger",Present,Direct,Clear and Unambiguous,Assertive,None,Deductive,Storytelling,Unverified Claims,"Social Issues, Finance and Economy"
1466070613831864328,RT @asullivan6alice: @mem_reddog Thanks Michael!ðŸ’™ðŸŒŠðŸŒŠðŸŒŠðŸŒ²ðŸŒŽâ˜®ï¸ðŸ•ŠðŸ¶ðŸ¾ðŸ˜½ðŸˆðŸ¼ðŸ»â€â„ï¸âœŒï¸ðŸ•ŠnWednesday Follow Back Party #StrongerTogether n#VotingRightsNow n#EndFilibusterNow n#SeasonOfPeaceðŸ•Š n#BeKindBeTheChange n#RespectAllCulturesRaces n#ClimateAction n#SaveOurEarth n#RescueIsMyFavoriteBreed n#BlackLivesMatter n#LGBTQ https://t.co/PYjz8Q2dq9,Social Issues,"Voting Rights, Climate Action, Racial Equality, Animal Rescue, LGBTQ Rights",To express support for various social causes,Use of hashtags and emojis,Soft,"Follow Back Party, StrongerTogether, VotingRightsNow, EndFilibusterNow, SeasonOfPeace, BeKindBeTheChange, RespectAllCulturesRaces, ClimateAction, SaveOurEarth, RescueIsMyFavoriteBreed, BlackLivesMatter, LGBTQ","💙, 🌠, 🌲, 🌎, ☮️, 🕊️, 🐶, 🐾, 😻, 🐈, 🐼, 🐻‍, ❄️, ✌️, 🕊️","#StrongerTogether, #VotingRightsNow, #EndFilibusterNow, #SeasonOfPeace, #BeKindBeTheChange, #RespectAllCulturesRaces, #ClimateAction, #SaveOurEarth, #RescueIsMyFavoriteBreed, #BlackLivesMatter, #LGBTQ","@asullivan6alice, @mem_reddog",https://t.co/PYjz8Q2dq9,Strong,Highly Subjective,Positive,Moderate,Casual,Second person,Medium,Opinionated,Left-leaning,Joy,Present,Indirect,Clear and Unambiguous,Assertive,None,None,None,Unverified Claims,Social Issues
1466078866603134978,RT @bigricanman: Rest In Peace brother ðŸ’™ðŸ–¤ðŸ˜ž #BlueLivesMatter,Death,Paying respects,Express feelings,Appeal to emotion,None,"Rest In Peace, brother","💙, 🖤, 😞",BlueLivesMatter,bigricanman,None,Moderate,Highly Subjective,Negative,High,Casual,Second person,Low,Opinionated,Right-leaning,Sadness,Present,Direct,Clear and Unambiguous,Passive,None,None,None,Unverified Claims,Social Issues
1466076439250288640,RT @bigricanman: Rest In Peace brother ðŸ’™ðŸ–¤ðŸ˜ž #BlueLivesMatter,Death,Paying respects,Express feelings,Appeal to emotion,None,"Rest In Peace, brother","ðŸ’™, ðŸ–¤, ðŸ˜ž",BlueLivesMatter,@bigricanman,None,Neutral,Highly Subjective,Negative,High,Casual,Second person,Low,Opinionated,Right-leaning,Sadness,Past,Direct,Clear and Unambiguous,Passive,None,None,None,Unverified Claims,Social Issues
1466082485972971523,RT @bigricanman: Rest In Peace brother ðŸ’™ðŸ–¤ðŸ˜ž #BlueLivesMatter,Death,Police Officer,Express Feelings,Appeal to Emotion,None,"Rest In Peace, brother, BlueLivesMatter","💙, 🖤, 😞",BlueLivesMatter,bigricanman,,Moderate,Highly Subjective,Negative,High,Casual,None,Low,Opinionated,Right-leaning,Sadness,Past,Direct,Clear and Unambiguous,Passive,None,None,None,Unverified Claims,Social Issues
1466070157214818305,"@TonyVenutiShow @MikeCompton @MikelleeSC @mikelind6 @MikeManeth @mikeobrigewitc5 @mikepatty41 @MikePookie @mikez59 @mil_vet17 @MillieC87754228 @Miquwarchar @MissMcTweeter @MitziPyle @mjgranger1 @mlsfrmhm @MKHunt1066 @MLong38747879 @mmcgarrett2018 Today to show hour support to #Mississippi #SupremeCourt ruling on abortion, hour store is having a #prolife #antiabortion indoor #picnic with hour local #blackcommunity to show how much #blacklivesmatter when theys babies being murdered by #abortion on a daily basis. https://t.co/Uf3KK4vnh6",Abortion,"Mississippi Supreme Court ruling on abortion, Pro-life, Anti-abortion","To inform, To express feelings","Appeal to emotion, Anecdotal evidence",Soft,"Mississippi Supreme Court, abortion, prolife, antiabortion, picnic, blackcommunity, blacklivesmatter",,"Mississippi, SupremeCourt, prolife, antiabortion, picnic, blackcommunity, blacklivesmatter","TonyVenutiShow, MikeCompton, MikelleeSC, mikelind6, MikeManeth, mikeobrigewitc5, mikepatty41, MikePookie, mikez59, mil_vet17, MillieC87754228, Miquwarchar, MissMcTweeter, MitziPyle, mjgranger1, mlsfrmhm, MKHunt1066, MLong38747879, mmcgarrett2018",https://t.co/Uf3KK4vnh6,Strong,Highly Subjective,Mixed,High,Semi-formal,they,High,Opinionated,Right-leaning,"Sadness, Anger",Present,Direct,Clear and Unambiguous,Assertive,None,Deductive,"Storytelling, Descriptive Imagery",Unverified Claims,Social Issues
1466085603989016580,"We just received this ""inquiry"" through our website, so we'll say it a little louder for the people in the back:nn#BlackLivesMatter https://t.co/qU4YdYBkDY",Social Issues,Black Lives Matter,"Inform, Express feelings","Appeal to emotion, Authority",None,"inquiry, website, people in the back, BlackLivesMatter",,#BlackLivesMatter,,https://t.co/qU4YdYBkDY,Moderate,Somewhat Subjective,Neutral,Moderate,Semi-formal,we,Medium,Mixed,Left-leaning,,Present,Direct,Clear and Unambiguous,Assertive,,,,Unverified Claims,Social Issues
1466078839801532418,... https://t.co/YOvrDLuDpi,Unknown,Unknown,Unknown,Unknown,None,,,,,https://t.co/YOvrDLuDpi,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,None,Unknown,Unknown,Unknown,None,Unknown,Unknown,Unknown,Unknown
1466090698835259396,@360onHistory @JFSebastian146 #RosaParks #BlackLivesMatter #BeTheChange,Social Justice,"Rosa Parks, Black Lives Matter",To express solidarity,None,None,"Rosa Parks, Black Lives Matter",None,"RosaParks, BlackLivesMatter, BeTheChange","@360onHistory, @JFSebastian146",None,Moderate,Somewhat Subjective,Neutral,Calm,Semi-formal,None,Low,Opinionated,Left-leaning,None,None,Direct,Clear and Unambiguous,Passive,None,None,None,Unverified Claims,Social Issues
1466085808918732801,#BelieveWomen vs #BlackLivesMatter,Social Issues,"Believe Women, Black Lives Matter",To provoke thought,None,None,"Believe Women, Black Lives Matter",None,"BelieveWomen, BlackLivesMatter",None,None,Neutral,Objective,Neutral,Calm,Formal,None,Low,Factual,None,None,None,Direct,Clear and Unambiguous,Neutral,None,Deductive,None,Verified Facts,Social Issues
1466072644063612934,Oreoy took inspiration from a box of tissues to draw this pretty fairy and I think itâ€™s pretty cool. Know what else would be cool? If you gave this talented artist a follow @ArtsOreoy.n#blacklivesmattern#blmn#drawingwhileblack,Art,Support for Artist,Persuade,Appeal to emotion,Soft,"Oreoy, inspiration, tissues, fairy, cool, talented artist, follow",,"#blacklivesmatter, #blm, #drawingwhileblack",@ArtsOreoy,,Neutral,Somewhat Subjective,Positive,Moderate,Casual,"you, I, it",Medium,Mixed,None,Joy,Present,Direct,Clear and Unambiguous,Assertive,None,Deductive,Anecdotal Evidence,Unverified Claims,Arts
1466084959567835136,Our campaign is honored to have the support of Oregon Attorney General Ellen Rosenblum in our effort to win in HD 44. nnTHANK YOU Attorney General Rosenblum for your endorsement and support!nn#blacklivesmatter #diversity #equity #inclusion #RosaParksDay #representationmatters https://t.co/y2gaKAUc73,Political Campaign,Endorsement,To inform,Appeal to authority,None,"campaign, support, Oregon Attorney General, Ellen Rosenblum, HD 44, endorsement",None,"#blacklivesmatter, #diversity, #equity, #inclusion, #RosaParksDay, #representationmatters","Oregon Attorney General, Ellen Rosenblum, HD 44",https://t.co/y2gaKAUc73,Moderate,Somewhat Subjective,Positive,Moderate,Formal,First person,Medium,Mixed,Not specified,Joy,Present,Direct,Clear and Unambiguous,Assertive,None,Deductive,None,Verified Facts,Politics
1466078500281106441,"Has the FBI Been Assassinating Black Leaders? | by William Spivey | Black History Month 365 | Nov, 2021 | Medium - via @pensignal  https://t.co/roDVOZ4IfB #History #BlackTwitter #Blacklivesmatter",Black History,Assassination of Black Leaders,Inform,None,None,"FBI, Assassinating, Black Leaders, William Spivey, Black History Month 365, Medium",None,"History, BlackTwitter, Blacklivesmatter","FBI, William Spivey, @pensignal",https://t.co/roDVOZ4IfB,Neutral,Objective,Neutral,Calm,Formal,None,Low,Mixed,None,None,Past,Direct,Clear and Unambiguous,Assertive,None,Deductive,None,Unverified Claims,Social Issues
1466079486517075973,"RT @Malcolm_X_Files: Twenty million black people donâ€™t even know their own history. Why? Because he took it away from you. And if you try and tell them how thoroughly and completely youâ€™ve been robbed, he says youâ€™re teaching hate. That's not hate, that's history. #BlackLivesMatter https://t.co/cw8t41TQCV",Black History,Eradication and distortion of black history,To inform and express feelings,"Appeal to emotion, Anecdotal evidence",None,"black people, history, robbed, teaching hate",None,#BlackLivesMatter,@Malcolm_X_Files,https://t.co/cw8t41TQCV,Strong,Highly Subjective,Negative,High,Semi-formal,"you, he, them",High,Mixed,Left-leaning,Anger,Past,Direct,Clear and Unambiguous,Assertive,None,Inductive,"Storytelling, Anecdotal Evidence",Unverified Claims,Social Issues
1466070638779633680,"RT @operationrescue: Viability is a shifting landmark, which is being pushed back as medical care for premature infants improves.  The Humanity of an unborn baby does not depend on viability.  It depends on DNA. #ProLife #AllLivesMatter #SCOTUS #DobbsvJackson",Abortion,"Viability of premature infants, Humanity of unborn babies, DNA",To persuade,"Appeal to emotion, Appeal to logic",None,"Viability, medical care, premature infants, Humanity, unborn baby, DNA",None,"ProLife, AllLivesMatter, SCOTUS, DobbsvJackson",operationrescue,None,Strong,Highly Subjective,Neutral,Moderate,Formal,None,High,Opinionated,Right-leaning,None,Present,Direct,Clear and Unambiguous,Assertive,None,Deductive,None,Unverified Claims,Social Issues
1466078891378806787,"RT @Amanbiede: Twitter, it is wrong to profile black African American professionals with voice & try to silence them because they said #NoMore! nn#BlackLivesMatter #BlackTwitter #NAACP @paraga @RandPaul @Twitter @TwitterSupport https://t.co/98PyGgxUfc",Racial Profiling,Silencing of African American Professionals on Twitter,Express feelings,Appeal to emotion,Soft,"Twitter, profile, black African American professionals, silence, NoMore",,"NoMore, BlackLivesMatter, BlackTwitter, NAACP","@Amanbiede, @paraga, @RandPaul, @Twitter, @TwitterSupport",https://t.co/98PyGgxUfc,Strong,Highly Subjective,Negative,High,Semi-formal,"them, they",High,Opinionated,None,Anger,Present,Direct,Clear and Unambiguous,Assertive,None,Deductive,Storytelling,Unverified Claims,Social Issues
1466081259277496323,Kat Antifa Collection Agency #BlackLivesMatterðŸ‡ºðŸ‡²n@BodhisattvaKatnnThat's just the Senate.nWe must get our House in order as well.nhttps://t.co/bULRDcUP3B,Political Governance,Senate and House,Express Opinion,None,Soft,"Senate, House, order","ðŸ‡º, ðŸ‡²",#BlackLivesMatter,"Kat Antifa Collection Agency, BodhisattvaKat",https://t.co/bULRDcUP3B,Moderate,Highly Subjective,Neutral,Moderate,Casual,First person,Medium,Opinionated,Left-leaning,None,Present,Indirect,Clear and Unambiguous,Assertive,None,None,None,Unverified Claims,Politics
1466081781296238592,"RT @Alegator98: HAPPY BIRTHDAY, ANGELA DAVIS A MF QUEEN ðŸ‘‘ Itâ€™s #blacklivesmatter every day https://t.co/lBLeJ5HysB",Birthday Celebration,Angela Davis,Express feelings,Appeal to emotion,None,"Happy Birthday, Angela Davis, Queen, Black Lives Matter",ðŸ‘‘,#blacklivesmatter,Angela Davis,https://t.co/lBLeJ5HysB,Moderate,Highly Subjective,Positive,High,Casual,Third person,Medium,Opinionated,Left-leaning,Joy,Present,Direct,Clear and Unambiguous,Assertive,None,None,None,Unverified Claims,Social Issues
1466075943252807683,"RT @SurajKrBauddh: Mr. Gandhi and his racist followers.nnIndia's racist MPs again used the term 'BLACK laws' term to humiliate blacks in India, as Gandhi did with Africans. Gandhian leaders are only following him. But racism is not normal. Note it. #BlackLivesMatter https://t.co/akiTf4WfmU",Racism,Racism in India,"To Inform, To Express Feelings","Appeal to Emotion, Authority",None,"Gandhi, racist, followers, India, MPs, BLACK laws, humiliate, blacks, Africans, Gandhian, leaders, racism, normal",None,BlackLivesMatter,"Gandhi, SurajKrBauddh",https://t.co/akiTf4WfmU,Strong,Highly Subjective,Negative,High,Semi-formal,Third person,High,Opinionated,None,Anger,Past,Direct,Clear and Unambiguous,Assertive,None,Deductive,Storytelling,Unverified Claims,Social Issues
1466082198679867403,"First comes abortion, then birth control, mixed in with sterlizations of non-whites. But tell us that #AllLivesMatter",Reproductive Rights and Racial Discrimination,"Abortion, Birth Control, Sterilization",To provoke thought and discussion,"Appeal to emotion, Use of rhetorical question",None,"Abortion, Birth Control, Sterilizations, Non-Whites, #AllLivesMatter",None,#AllLivesMatter,None,None,Strong,Highly Subjective,Negative,High,Casual,Second person,High,Opinionated,None,Anger,Present,Direct,Clear and Unambiguous,Assertive,Rhetorical Question,Deductive,None,Unverified Claims,Social Issues
1466080196931502086,"RT @Gr8Christian: #DemocRATs #Antifa #BlackLivesMatter TERRORISTS have Rioted, Burned & Looted for the last 2 YEARS https://t.co/WEzw6YMzBJ",Political Violence,"Riots, Looting","To Inform, To Express","Appeal to Emotion, Loaded Language",None,"DemocRATs, Antifa, BlackLivesMatter, TERRORISTS, Rioted, Burned, Looted",None,"#DemocRATs, #Antifa, #BlackLivesMatter",@Gr8Christian,https://t.co/WEzw6YMzBJ,Strong,Highly Subjective,Negative,High,Casual,None,High,Opinionated,Right-leaning,Anger,Past,Direct,Clear and Unambiguous,Aggressive,None,Deductive,Storytelling,Unverified Claims,"Politics, Social Issues"
1466083242285711367,"RT @kaylajohnson28: I love posting about #BlackLivesMatter and racial issues on my instagram and seeing people I've known my whole life unfollow. It breaks my heart, and I'm a straight cis white woman. I can't even imagine if I was otherwise. so much love to you all.",Racial Issues,"Black Lives Matter, Social Media Activism","Express feelings, Narrate an event","Appeal to emotion, Anecdotal evidence",None,"BlackLivesMatter, racial issues, instagram, unfollow, straight cis white woman",None,#BlackLivesMatter,"@kaylajohnson28, Instagram",None,Moderate,Highly Subjective,Mixed,Moderate,Casual,First person,Medium,Opinionated,Left-leaning,"Sadness, Love",Present,Direct,Clear and Unambiguous,Assertive,None,Deductive,"Storytelling, Anecdotal Evidence",Unverified Claims,Social Issues
1466093421781790727,@GOPChairwoman #BlackLivesMatter,Social Issues,Black Lives Matter,To Inform,None,None,Black Lives Matter,None,BlackLivesMatter,GOPChairwoman,None,Neutral,Objective,Neutral,Calm,Formal,None,Low,Factual,None,None,None,Direct,Clear and Unambiguous,Assertive,None,None,None,Verified Facts,"Politics, Social Issues"
1466091437519511552,RT @lonasanchez70: Kyle Rittenhouse took an illegal AR-15 across state lines (illegally) to go to a Police shooting protest - and shoot dead 2 people and injure a 3rd.nn#BlackLivesMatter #KyleRittenhouse https://t.co/Uc0FZ5jREc,Kyle Rittenhouse,Kyle Rittenhouse's actions at police shooting protest,To inform,"Appeal to emotion, Anecdotal evidence",None,"Kyle Rittenhouse, illegal AR-15, state lines, Police shooting protest, shoot dead, 2 people, injure a 3rd",,"#BlackLivesMatter, #KyleRittenhouse",Kyle Rittenhouse,https://t.co/Uc0FZ5jREc,Strong,Highly Subjective,Negative,High,Semi-formal,Third person,Medium,Mixed,Left-leaning,Anger,Past,Direct,Clear and Unambiguous,Assertive,None,Deductive,Storytelling,Unverified Claims,Social Issues
1466090714580799489,#NoMore western interventionn#JusticeForYacob #BlackLivesMatter #BLM #PasPlus @BBCNews @TheSunMagazine @GBNEWS @SkyNews @BBCBreaking @DailyMailUK @ukblm @EthioEmbassyUK,Social Issues,"Western Intervention, Justice for Yacob, Black Lives Matter",To express a viewpoint,Appeal to authority,None,"NoMore, JusticeForYacob, BlackLivesMatter, BLM, PasPlus",None,"#NoMore, #JusticeForYacob, #BlackLivesMatter, #BLM, #PasPlus","@BBCNews, @TheSunMagazine, @GBNEWS, @SkyNews, @BBCBreaking, @DailyMailUK, @ukblm, @EthioEmbassyUK",None,Strong,Highly Subjective,Negative,Moderate,Semi-formal,None,Medium,Opinionated,Left-leaning,Anger,None,Direct,Clear and Unambiguous,Assertive,None,Deductive,None,Unverified Claims,Social Issues
1466084974638022657,"Stop comparing skin tones. Who cares if your skin is lighter or darker than the person standing next to you? Change can only happen once you can truthfully look in the mirror and love that Deep Chocolate, Cinnamon, Mocha, or Caramel complexion. #black #BlackLivesMatter https://t.co/0RIz8uRAiz",Skin Tone Comparison,Self-Love and Acceptance,To Persuade,Appeal to Emotion,None,"Stop comparing, skin tones, Change, love, Deep Chocolate, Cinnamon, Mocha, Caramel complexion",None,"#black, #BlackLivesMatter",None,https://t.co/0RIz8uRAiz,Neutral,Highly Subjective,Positive,Moderate,Casual,Second person,Medium,Opinionated,None,Love,Present,Direct,Clear and Unambiguous,Assertive,None,Deductive,Descriptive Imagery,Unverified Claims,Social Issues
1466087763275657222,"RT @moniqueblognet: Black History is part of American History. Learn about a part of history you might not be aware of with my book, The Book of Awesome Black Americans! Please support and leave a review: https://t.co/P7ihiCFcP1  #BlackLivesMatter #BlackAmericans #books #authors #authorsofcolor https://t.co/ZbHcOdQvad",Black History,Book Promotion,To inform and persuade,"Appeal to authority (author), appeal to emotion (support and leave a review)",Hard (Please support and leave a review),"Black History, American History, book, The Book of Awesome Black Americans, support, review",,"#BlackLivesMatter, #BlackAmericans, #books, #authors, #authorsofcolor",@moniqueblognet,"https://t.co/P7ihiCFcP1, https://t.co/ZbHcOdQvad",Moderate (promoting a specific book),Somewhat Subjective,Positive,Moderate,Semi-formal,"you, my",High,Mixed,None,Anticipation,Present,Direct,Clear and Unambiguous,Assertive,None,Inductive,Storytelling,Verified Facts,"Education, Social Issues"
1466090326469263369,WAKE UP!!! (SPREAD LOVE ) @jAmilhOneSty x krazyfingaz feat. RELL Click link below https://t.co/uUPv9FRiBR fist #blacklivesmatter #nojusticenopeace #jamilhonesty #krazyfingaz #blackpower #hiphopsoul #boombaphiphop #rell #soulmusic #icantbreathe,Music,Hip Hop Music,To inform,None,Hard,"WAKE UP, SPREAD LOVE, Click link below",fist,"blacklivesmatter, nojusticenopeace, jamilhonesty, krazyfingaz, blackpower, hiphopsoul, boombaphiphop, rell, soulmusic, icantbreathe","@jAmilhOneSty, krazyfingaz, RELL",https://t.co/uUPv9FRiBR,Neutral,Somewhat Subjective,Mixed,High,Casual,None,Medium,Opinionated,None,Anticipation,Present,Direct,Clear and Unambiguous,Assertive,None,None,None,Unverified Claims,Entertainment
1466089716646879232,"""I think our police do an excellent job, day in and day out, working to keep us safe.""nn#TheWoundedBlue #BlueLivesMatter  #ThinBlueLineFamily #BackTheBlue  #BackTheBadge  #Sheriff #PoliceOfficer  #EOW  #PTSDAwareness #PTSD #PeerSupport https://t.co/bGnuXcRmEZ",Police,Police Performance,Express feelings,Appeal to emotion,None,"Police, Job, Safe",,"#TheWoundedBlue, #BlueLivesMatter, #ThinBlueLineFamily, #BackTheBlue, #BackTheBadge, #Sheriff, #PoliceOfficer, #EOW, #PTSDAwareness, #PTSD, #PeerSupport",,https://t.co/bGnuXcRmEZ,Moderate,Somewhat Subjective,Positive,Calm,Semi-formal,Our,Medium,Opinionated,None,Joy,Present,Direct,Clear and Unambiguous,Assertive,None,Deductive,None,Unverified Claims,Social Issues
1466096235673235466,RT @bluelivesmtr: Jury Selection Begins In Jussie Smollett Trial For Fake Hate Crime - The Police Tribune https://t.co/DXUJR7L18QnnFollow @bluelivesmtrn#BlueLivesMatter #BackTheBlue #lawenforcement #PoliceTribune,Jussie Smollett Trial,Fake Hate Crime,Inform,None,None,"Jury Selection, Jussie Smollett, Trial, Fake Hate Crime, Police Tribune",None,"#BlueLivesMatter, #BackTheBlue, #lawenforcement, #PoliceTribune","@bluelivesmtr, Jussie Smollett, Police Tribune",https://t.co/DXUJR7L18Q,Neutral,Objective,Neutral,Calm,Formal,None,Low,Factual,None,None,Present,Direct,Clear and Unambiguous,Assertive,None,None,None,Unverified Claims,Legal Issues
1466087459616296962,RT @jse_amor: @JoeZ84 Why was a fed Trump support and a #BlackLivesMatter #Antifa activist #JohnSullivan hanging out and inciting the crowds and eventually inciting #AshliBabbitt to her death nnI agree it was definitely plannednnWhy hasnâ€™t #RayEpps Been arrested? nnhttps://t.co/vAZJiXcx7A,Political Events,Capitol Riots,Questioning,"Rhetorical Questions, Appeal to Authority",None,"Trump support, BlackLivesMatter, Antifa activist, John Sullivan, inciting, Ashli Babbitt, death, planned, Ray Epps, arrested",None,"BlackLivesMatter, Antifa, JohnSullivan, AshliBabbitt, RayEpps","JoeZ84, jse_amor, Trump, John Sullivan, Ashli Babbitt, Ray Epps",https://t.co/vAZJiXcx7A,Strong,Highly Subjective,Negative,High,Casual,Second person,Medium,Opinionated,Right-leaning,Anger,Past,Direct,Clear and Unambiguous,Assertive,Rhetorical Question,Deductive,Anecdotal Evidence,Unverified Claims,Politics
1466075562426785794,"Throughout history, Black Women have been pillars of the Black community. Theyâ€™ve taken on or had a superwomen persons thrust upon them, and have had to contend with unreasonable expectations and prescribed roles #BlackLivesMatter #Mentalhealth",Black Women's Role in Community,"Historical Role, Expectations and Roles, Mental Health",To Inform,Appeal to Emotion,None,"Black Women, History, Community, Superwomen, Expectations, Roles, Mental Health",None,"#BlackLivesMatter, #Mentalhealth",None,None,Moderate,Somewhat Subjective,Mixed,Moderate,Formal,Third person,Medium,Mixed,Left-leaning,Mixed,Past,Direct,Clear and Unambiguous,Assertive,None,Inductive,Storytelling,Unverified Claims,Social Issues
1466085126752845825,RT @maniccracker: âš ï¸EMERGENCY âš ï¸ we didnâ€™t reach our goal im trying to scramble bc my co-signer basically ghosted bc i told them we are short almost $400. I need to figure out things with the apartment that accepted us with the co-signer but i canâ€™t move in until Friday #GivingTuesday #MutualAid,Financial Struggles,"Housing Issues, Co-signer Problems","To Inform, To Express Feelings, To Seek Help","Appeal to Emotion, Anecdotal Evidence",Soft,"EMERGENCY, goal, co-signer, ghosted, short, apartment, move in, Friday",âš ï¸,"#GivingTuesday, #MutualAid",@maniccracker,,Neutral,Highly Subjective,Negative,High,Casual,"I, us, we, them, my",High,Mixed,None,"Fear, Anticipation","Present, Future",Direct,Clear and Unambiguous,Assertive,None,Inductive,"Storytelling, Anecdotal Evidence",Unverified Claims,Social Issues
1466086451670659076,RT @ZaynabForSenate: Today and everyday #JusticeforDauntewright n#BlackLivesMatter https://t.co/aXI7QGEGxf,Social Justice,"Daunte Wright Case, Black Lives Matter Movement",To express solidarity,"Appeal to emotion, Appeal to social justice",None,"Justice, Daunte Wright, Black Lives Matter",None,"JusticeforDauntewright, BlackLivesMatter",ZaynabForSenate,https://t.co/aXI7QGEGxf,Strong,Highly Subjective,Mixed,Moderate,Semi-formal,None,Medium,Opinionated,Left-leaning,Sadness,Present,Direct,Clear and Unambiguous,Assertive,None,Deductive,None,Unverified Claims,"Politics, Social Issues"
1466086235202588682,"Police protecting private property in #SanFranciscoâ€”this isnâ€™t following the leftist narrative. Remember, according to leftist orgs such as #BlackLivesMatter, #looting is not a crime. #smashandgrab is just an attempt to reduce inequality and redistribute wealth to those in need.",Police Protection and Looting,"Leftist Narrative, Wealth Redistribution",To Criticize,"Appeal to Authority, Straw Man Argument",None,"Police, Private Property, San Francisco, Leftist Narrative, Black Lives Matter, Looting, Crime, Smash and Grab, Inequality, Wealth Redistribution",None,"SanFrancisco, BlackLivesMatter, looting, smashandgrab","Police, San Francisco, Leftist Organizations, Black Lives Matter",None,Strong,Highly Subjective,Negative,Moderate,Semi-formal,Third Person,High,Opinionated,Right-leaning,"Disgust, Anger",Present,Direct,Clear and Unambiguous,Assertive,None,Deductive,Anecdotal Evidence,Unverified Claims,"Politics, Social Issues"
